,id,text,category
136,tam137,பெருந்தலைவர் காமராஜர் பக்தர்கள் சார்பாக வாழ்த்துக்கள் இவன் டெல்டா மாவட்டம் மாவீரன் ராக்கெட் ராஜா பாசறை,NOT
137,tam138,சீமானை மனதில் வைத்து படம் எடுத்திருப்பார்களோ? சும்மா கேட்டு வைப்போம்...,OFF
138,tam139,ஆயிரம் பெரியார் வந்தாலும் நம் மக்களைத் திருத்த முடியாது,NOT
139,tam140,"ஆகச் சிறந்த போதை பேச்சு போதை- செம, அருமையான டிரெய்லர்",NOT
140,tam141,Sc பிரிவில் மிக கேவளமானவர்கள் இந்த பயையர் சமூகத்து சிலர்  அவர்களால் ஓட்டு மொத்த sc பிரிவினருக்கும் ஒரே முத்திரை  அவர்களை சொல்லி தவறில்லை வழிகாட்டுதல் அப்படி......ஒருநாள் எல்லா சமூகமும் உயர்ந்து ஒன்றாக சமமாக நிற்கும் இவர்களை தவிர.அதற்கு காரணம் அவர்களே .,NOT
141,tam142,சோத்துக்கு வழி இல்லானாலும் சாதி வெறிக்கு கொரச்சல் இல்ல.  அக்னி சட்டிகள்,NOT
142,tam143,இந்த படைப்பு எந்த தடையும் இன்றி வெளியாக வேண்டும்,NOT
143,tam144,செய்யுறது தப்பு.இதுல நியாயம் வேற.விஷ விதை இந்த படம்.,NOT
144,tam145,முத்தரையர் (அம்பலகாரர் ) வம்சம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.... இதுவரை எங்கள்  முத்திரையர்களிடம் நாடக காதல் குமபல் எந்த வேலையையும் காட்ட வில்லை.... காட்டவும் மாட்டார்கள்.. காட்டவும் முடியாது.. எங்கள் வளர்ப்பு அப்படி... என் அம்மா எனக்கு சொல்லியதையே என் பிள்ளைக்கு சொல்லி கொடுப்பேன்..... வீர அம்பலக்காரன்டா....,NOT
145,tam146,எங்கள் வீட்டு பெண் பிள்ளைகள் அனைவருக்கும் இந்த படத்தை பார்க்க வைப்பேன்,NOT
